VATTENID,MS_CD,EU_CD,VF,NAMN,LOKAL,Region,Ndatum1,DATUM1,Anno,KVALITET,BONETYP,NBONET,NpueBtotal,NpueBAbb,NpueBGäd,NpueBMör,NpueBRöd,Narter,Nrader,RT90X,RT90Y,S99TM_N,S99TM_E,WGS84_N,WGS84_E
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,Södra,29,20040719,2004,Stand,Bnord12,24,35.50,23.12,0.05,10.67, ,4,4,6330250,1422670,6327724,471494,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,Södra,29,20050713,2005,Stand,Bnord12,24,36.13,28.56,0.15,6.15, ,4,4,6330250,1422670,6327724,471494,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,Södra,29,20060721,2006,Stand,Bnord12,24,31.49,20.29,0.13,9.18, ,4,4,6330250,1422670,6327724,471494,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,Södra,29,20070724,2007,Stand,Bnord12,24,28.70,18.55,0.00,9.02, ,4,4,6330250,1422670,6327724,471494,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,Södra,29,20080724,2008,Stand,Bnord12,24,43.59,33.10,0.20,7.27, ,4,4,6330250,1422670,6327724,471494,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,Södra,29,20090730,2009,Stand,Bnord12,24,35.59,22.04,0.15,9.83, ,4,4,6330250,1422670,6327724,471494,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,Södra,29,20100714,2010,Stand,Bnord12,24,27.15,18.68,0.20,6.27, ,4,4,6330250,1422670,6327724,471494,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,Södra,29,20110716,2011,Stand,Bnord12,24,37.92,30.88,0.03,5.89, ,4,4,6330250,1422670,6327724,471494,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,Södra,29,20120717,2012,Stand,Bnord12,24,32.37,21.28,0.00,10.86, ,3,4,6330250,1422670,6327724,471494,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,Södra,29,20130716,2013,Stand,Bnord12,24,25.67,21.05,0.05,4.43, ,4,4,6330250,1422670,6327724,471494,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,Södra,29,20140721,2014,Stand,Bnord12,24,34.86,26.93,0.05,5.29, ,4,4,6330250,1422670,6327724,471494,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,Södra,29,20150716,2015,Stand,Bnord12,24,25.97,18.34,0.03,7.11, ,4,4,6330250,1422670,6327724,471494,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,Södra,29,20160719,2016,Stand,Bnord12,24,35.96,25.16,0.14,10.05, ,4,4,6330250,1422670,6327724,471494,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,Södra,29,20170721,2017,Stand,Bnord12,24,49.10,36.60,0.08,11.08, ,4,4,6330250,1422670,6327724,471494,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,Södra,29,20180727,2018,Stand,Bnord12,24,48.79,37.57,0.35,10.01, ,4,4,6330250,1422670,6327724,471494,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,Södra,29,20190725,2019,Stand,Bnord12,24,47.81,41.63,0.11,4.59, ,4,4,6330250,1422670,6327724,471494,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,Södra,29,20200723,2020,Stand,Bnord12,24,50.73,40.68,0.05,8.01, ,4,4,6330250,1422670,6327724,471494,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,Södra,29,20210715,2021,Stand,Bnord12,24,42.28,34.81,0.14,5.25, ,4,4,6330250,1422670,6327724,471494,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,Södra,29,20220722,2022,Stand,Bnord12,24,36.83,29.81,0.10,5.30, ,4,4,6330250,1422670,6327724,471494,57.09199,14.52957
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,Södra,24,19940806,1994,Stand,Bnord12,16,38.45,19.90,0.00,15.28, ,3,5,6332090,1419910,6329531,468714,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,Södra,24,19950804,1995,Stand,Bnord12,16,15.82,5.99,0.00,9.53, ,3,5,6332090,1419910,6329531,468714,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,Södra,24,19960728,1996,Stand,Bnord12,16,19.50,8.91,0.00,9.40, ,3,5,6332090,1419910,6329531,468714,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,Södra,24,19970728,1997,Stand,Bnord12,16,18.51,11.67,0.05,6.32, ,4,5,6332090,1419910,6329531,468714,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,Södra,24,19980731,1998,Stand,Bnord12,16,15.57,11.44,0.00,3.43, ,3,5,6332090,1419910,6329531,468714,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,Södra,24,19990807,1999,Stand,Bnord12,16,19.04,10.68,0.17,7.17, ,4,5,6332090,1419910,6329531,468714,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,Södra,24,20000714,2000,Stand,Bnord12,16,17.74,12.75,0.36,4.49, ,4,5,6332090,1419910,6329531,468714,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,Södra,24,20010724,2001,Stand,Bnord12,16,13.43,8.15,0.00,5.16, ,3,5,6332090,1419910,6329531,468714,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,Södra,24,20020811,2002,Stand,Bnord12,16,9.25,6.04,0.00,3.21, ,3,5,6332090,1419910,6329531,468714,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,Södra,24,20030726,2003,Stand,Bnord12,16,13.15,9.44,0.00,3.59, ,3,5,6332090,1419910,6329531,468714,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,Södra,24,20040716,2004,Stand,Bnord12,16,16.11,11.33,0.00,4.72, ,3,5,6332090,1419910,6329531,468714,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,Södra,24,20050720,2005,Stand,Bnord12,16,14.38,9.99,0.00,4.15, ,3,5,6332090,1419910,6329531,468714,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,Södra,24,20060726,2006,Stand,Bnord12,16,26.28,22.20,0.24,3.36, ,4,5,6332090,1419910,6329531,468714,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,Södra,24,20070729,2007,Stand,Bnord12,16,8.88,6.19,0.00,2.68, ,3,5,6332090,1419910,6329531,468714,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,Södra,24,20080730,2008,Stand,Bnord12,16,14.80,9.79,0.12,4.77, ,4,5,6332090,1419910,6329531,468714,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,Södra,24,20090802,2009,Stand,Bnord12,16,11.17,7.50,0.00,3.61, ,3,5,6332090,1419910,6329531,468714,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,Södra,24,20100717,2010,Stand,Bnord12,16,15.72,11.20,0.00,4.16, ,3,5,6332090,1419910,6329531,468714,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,Södra,24,20110720,2011,Stand,Bnord12,16,22.51,14.53,0.05,7.92, ,3,5,6332090,1419910,6329531,468714,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,Södra,24,20120720,2012,Stand,Bnord12,16,11.10,6.06,0.00,4.92, ,3,5,6332090,1419910,6329531,468714,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,Södra,24,20130719,2013,Stand,Bnord12,16,14.63,9.36,0.00,5.03, ,4,5,6332090,1419910,6329531,468714,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,Södra,24,20150721,2015,Stand,Bnord12,16,22.97,13.84,0.00,9.08, ,3,5,6332090,1419910,6329531,468714,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,Södra,24,20170719,2017,Stand,Bnord12,16,33.81,22.72,0.00,11.04, ,3,5,6332090,1419910,6329531,468714,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,Södra,24,20190730,2019,Stand,Bnord12,16,28.69,19.67,0.00,8.67, ,3,5,6332090,1419910,6329531,468714,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,Södra,24,20210720,2021,Stand,Bnord12,16,18.27,13.07,0.60,3.52, ,4,5,6332090,1419910,6329531,468714,57.10803,14.48347
634180-133441,WA70761118,NW634160-133385,N,Nässjön,Hela sjön,Södra,11,19950724,1995,Stand,Bnord12,24,15.38,7.50,0.04,7.63, ,4,5,6341800,1334410,6338225,383150,57.17232,13.06737
634180-133441,WA70761118,NW634160-133385,N,Nässjön,Hela sjön,Södra,11,19970727,1997,Stand,Bnord12,24,23.33,12.71,0.13,10.21, ,4,5,6341800,1334410,6338225,383150,57.17232,13.06737
634180-133441,WA70761118,NW634160-133385,N,Nässjön,Hela sjön,Södra,11,20020803,2002,Stand,Bnord12,24,21.13,9.79,0.04,9.25, ,4,5,6341800,1334410,6338225,383150,57.17232,13.06737
634180-133441,WA70761118,NW634160-133385,N,Nässjön,Hela sjön,Södra,11,20050724,2005,Stand,Bnord12,24,17.83,5.04,0.21,11.96, ,5,5,6341800,1334410,6338225,383150,57.17232,13.06737
634180-133441,WA70761118,NW634160-133385,N,Nässjön,Hela sjön,Södra,11,20060723,2006,Stand,Bnord12,24,25.88,12.54,0.08,11.46, ,5,5,6341800,1334410,6338225,383150,57.17232,13.06737
634180-133441,WA70761118,NW634160-133385,N,Nässjön,Hela sjön,Södra,11,20070813,2007,Stand,Bnord12,24,14.88,7.38,0.08,6.83, ,5,5,6341800,1334410,6338225,383150,57.17232,13.06737
634180-133441,WA70761118,NW634160-133385,N,Nässjön,Hela sjön,Södra,11,20080810,2008,Stand,Bnord12,24,23.33,10.00,0.13,12.00, ,5,5,6341800,1334410,6338225,383150,57.17232,13.06737
634180-133441,WA70761118,NW634160-133385,N,Nässjön,Hela sjön,Södra,11,20090803,2009,Stand,Bnord12,24,21.63,11.29,0.04,8.29, ,5,5,6341800,1334410,6338225,383150,57.17232,13.06737
634180-133441,WA70761118,NW634160-133385,N,Nässjön,Hela sjön,Södra,11,20100818,2010,Stand,Bnord12,24,16.04,7.83,0.00,7.50, ,4,5,6341800,1334410,6338225,383150,57.17232,13.06737
634180-133441,WA70761118,NW634160-133385,N,Nässjön,Hela sjön,Södra,11,20110803,2011,Stand,Bnord12,24,17.71,9.17,0.08,7.08, ,5,5,6341800,1334410,6338225,383150,57.17232,13.06737
634180-133441,WA70761118,NW634160-133385,N,Nässjön,Hela sjön,Södra,11,20120813,2012,Stand,Bnord12,24,32.13,25.04,0.13,5.58, ,5,5,6341800,1334410,6338225,383150,57.17232,13.06737
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,Södra,24,19940714,1994,Stand,Bnord12,48,13.91,7.43,0.02,2.57, ,6,7,6383170,1380100,6380111,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,Södra,24,19950717,1995,Stand,Bnord12,48,15.20,6.75,0.08,5.45, ,5,7,6383170,1380100,6380111,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,Södra,24,19960708,1996,Stand,Bnord12,48,21.44,13.74,0.06,4.70, ,5,7,6383170,1380100,6380111,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,Södra,24,19970802,1997,Stand,Bnord12,48,16.58,10.63,0.00,3.34, ,4,7,6383170,1380100,6380111,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,Södra,24,19980805,1998,Stand,Bnord12,48,18.11,12.00,0.02,4.89, ,5,7,6383170,1380100,6380111,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,Södra,24,19990808,1999,Stand,Bnord12,48,11.81,7.10,0.05,3.34, ,5,7,6383170,1380100,6380111,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,Södra,24,20000802,2000,Stand,Bnord12,48,18.52,13.81,0.01,3.83, ,5,7,6383170,1380100,6380111,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,Södra,24,20010729,2001,Stand,Bnord12,48,18.49,14.94,0.00,3.02, ,4,7,6383170,1380100,6380111,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,Södra,24,20020803,2002,Stand,Bnord12,48,22.51,14.88,0.00,6.10, ,3,7,6383170,1380100,6380111,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,Södra,24,20030715,2003,Stand,Bnord12,48,19.10,14.97,0.01,3.04, ,4,7,6383170,1380100,6380111,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,Södra,24,20040803,2004,Stand,Bnord12,48,18.08,13.86,0.05,2.93, ,5,7,6383170,1380100,6380111,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,Södra,24,20050806,2005,Stand,Bnord12,48,19.29,13.49,0.02,4.80, ,5,7,6383170,1380100,6380111,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,Södra,24,20060812,2006,Inven,Bnord12,40,27.57,20.04,0.03,6.25, ,5,7,6383170,1380100,6380111,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,Södra,24,20070801,2007,Stand,Bnord12,48,12.04,8.16,0.00,3.40, ,4,7,6383170,1380100,6380111,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,Södra,24,20080725,2008,Stand,Bnord12,48,15.70,12.01,0.00,3.22, ,4,7,6383170,1380100,6380111,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,Södra,24,20090810,2009,Stand,Bnord12,48,16.34,13.49,0.00,2.49, ,4,7,6383170,1380100,6380111,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,Södra,24,20100807,2010,Stand,Bnord12,48,14.96,11.12,0.03,3.25, ,5,7,6383170,1380100,6380111,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,Södra,24,20110815,2011,Stand,Bnord12,48,9.37,7.50,0.03,1.56, ,5,7,6383170,1380100,6380111,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,Södra,24,20120727,2012,Stand,Bnord12,48,10.56,8.71,0.02,1.57, ,6,7,6383170,1380100,6380111,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,Södra,24,20130815,2013,Stand,Bnord12,48,15.51,12.25,0.05,2.85, ,5,7,6383170,1380100,6380111,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,Södra,24,20150810,2015,Stand,Bnord12,48,12.70,9.93,0.02,2.53, ,5,7,6383170,1380100,6380111,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,Södra,24,20170801,2017,Stand,Bnord12,48,18.53,12.32,0.03,5.53, ,5,7,6383170,1380100,6380111,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,Södra,24,20190729,2019,Stand,Bnord12,48,18.17,14.24,0.02,3.43, ,5,7,6383170,1380100,6380111,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,Södra,24,20210727,2021,Stand,Bnord12,48,26.79,22.38,0.05,3.62, ,5,7,6383170,1380100,6380111,428321,57.55778,13.80204
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,Södra,25,19930802,1993,Stand,Bnord12,41,14.91,8.47,0.05,5.04, ,4,8,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,Södra,25,19940803,1994,Stand,Bnord12,40,14.84,7.02,0.12,5.82, ,4,8,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,Södra,25,19950727,1995,Stand,Bnord12,40,10.03,4.63,0.07,4.08, ,4,8,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,Södra,25,19960715,1996,Stand,Bnord12,40,16.86,7.88,0.02,8.53, ,4,8,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,Södra,25,19970722,1997,Stand,Bnord12,40,8.70,4.11,0.00,3.49, ,3,8,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,Södra,25,19980814,1998,Stand,Bnord12,40,16.98,8.07,0.00,6.72, ,3,8,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,Södra,25,19990725,1999,Stand,Bnord12,40,15.69,5.73,0.07,8.20, ,5,8,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,Södra,25,20000728,2000,Stand,Bnord12,40,9.13,5.10,0.04,3.39, ,4,8,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,Södra,25,20010806,2001,Stand,Bnord12,40,15.26,7.59,0.06,6.59, ,5,8,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,Södra,25,20020724,2002,Stand,Bnord12,40,16.06,7.77,0.10,7.18, ,4,8,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,Södra,25,20030803,2003,Stand,Bnord12,40,16.62,8.14,0.00,7.31, ,3,8,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,Södra,25,20040802,2004,Stand,Bnord12,40,12.94,6.71,0.04,4.60, ,5,8,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,Södra,25,20050731,2005,Stand,Bnord12,40,13.56,4.88,0.05,7.35, ,4,8,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,Södra,25,20060724,2006,Stand,Bnord12,40,16.53,8.72,0.09,5.71, ,4,8,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,Södra,25,20070729,2007,Stand,Bnord12,40,12.06,5.48,0.05,5.62, ,5,8,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,Södra,25,20080722,2008,Stand,Bnord12,40,13.96,7.12,0.10,5.89, ,4,8,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,Södra,25,20090723,2009,Stand,Bnord12,40,17.50,8.73,0.02,7.68, ,4,8,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,Södra,25,20100727,2010,Stand,Bnord12,40,12.48,6.37,0.04,4.36, ,4,8,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,Södra,25,20110725,2011,Stand,Bnord12,40,13.80,5.64,0.02,6.05, ,4,8,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,Södra,25,20120730,2012,Stand,Bnord12,40,14.63,6.18,0.05,6.44, ,6,8,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,Södra,25,20140805,2014,Stand,Bnord12,40,13.83,7.58,0.00,4.72, ,4,8,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,Södra,25,20160806,2016,Stand,Bnord12,40,17.79,12.07,0.00,3.41, ,4,8,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,Södra,25,20180731,2018,Stand,Bnord12,40,10.42,6.15,0.00,2.89, ,3,8,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,Södra,25,20200724,2020,Stand,Bnord12,39,13.57,8.29,0.00,3.47, ,4,8,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,Södra,25,20220806,2022,Stand,Bnord12,40,14.78,8.77,0.08,3.70, ,6,8,6403640,1292400,6399525,340434,57.70953,12.32172
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,Södra,30,19930723,1993,Stand,Bnord12,24,16.47,8.64,0.08,5.10, ,5,5,6424890,1517240,6423441,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,Södra,30,19940713,1994,Stand,Bnord12,24,17.58,8.51,0.06,4.47, ,5,5,6424890,1517240,6423441,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,Södra,30,19950811,1995,Stand,Bnord12,24,10.52,3.84,0.12,4.58, ,5,5,6424890,1517240,6423441,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,Södra,30,19960708,1996,Stand,Bnord12,24,9.85,5.77,0.10,1.71, ,5,5,6424890,1517240,6423441,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,Södra,30,19970812,1997,Stand,Bnord12,24,10.94,4.80,0.11,3.29, ,5,5,6424890,1517240,6423441,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,Södra,30,19980731,1998,Stand,Bnord12,24,10.82,4.92,0.07,3.55, ,5,5,6424890,1517240,6423441,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,Södra,30,19990817,1999,Stand,Bnord12,24,11.98,5.11,0.11,3.00, ,5,5,6424890,1517240,6423441,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,Södra,30,20000726,2000,Stand,Bnord12,24,16.11,10.25,0.13,2.78, ,5,5,6424890,1517240,6423441,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,Södra,30,20010809,2001,Stand,Bnord12,24,14.43,6.58,0.29,5.16, ,5,5,6424890,1517240,6423441,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,Södra,30,20020809,2002,Stand,Bnord12,24,12.94,7.25,0.13,2.81, ,5,5,6424890,1517240,6423441,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,Södra,30,20030724,2003,Stand,Bnord12,24,10.59,5.44,0.22,2.93, ,5,5,6424890,1517240,6423441,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,Södra,30,20040731,2004,Stand,Bnord12,24,13.60,6.76,0.11,3.89, ,5,5,6424890,1517240,6423441,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,Södra,30,20050727,2005,Stand,Bnord12,24,11.29,5.85,0.04,3.02, ,5,5,6424890,1517240,6423441,564895,57.94794,16.09632
